ppg,trb,ast,fgp,per,ws,position,shooting_hand,draft,high_school,hof,url,hs_city,hs_state,hs_name,trad_position
3.1,0.6,0.6,50.0,12.5,0.1,Shooting Guard,Right,,,0,/players/d/djordal01.html,,,,Guard
1.7,-,0.7,22.2,-,-0.3,Small Forward,Right,"St. Louis Bombers, 5th round, 1949 BAA Draft","East Alton-Wood River  in  Wood River,        Illinois",0,/players/d/doddea01.html,Wood River,Illinois,East Alton-Wood River ,Forward
4.9,3.3,0.6,43.9,10.8,12.7,Center,Right,"Orlando Magic, 1st round (12th pick, 12th overall), 1998 NBA Draft","Central Catholic  in  Portland,        Oregon",0,/players/d/doleami01.html,Portland,Oregon,Central Catholic ,Center
6.4,1.4,2.3,31.1,-,3.1,Point Guard,Right,,"Saunders  in  Yonkers,        New York",0,/players/d/dolhojo01.html,Yonkers,New York,Saunders ,Guard
8.4,-,1.4,28.6,-,10.2,Power Forward,Right,,,0,/players/d/dollbo01.html,,,,Forward
8.6,7.8,0.8,57.1,13.8,62.3,Center,Left,"Seattle SuperSonics, 4th round (7th pick, 73rd overall), 1979 NBA Draft","Luther Burbank  in  Sacramento,        California",0,/players/d/donalja01.html,Sacramento,California,Luther Burbank ,Center
21.2,7.8,6.0,42.7,19.6,4.9,Shooting Guard,Right,"Atlanta Hawks, 1st round (3rd pick, 3rd overall), 2018 NBA Draft",,0,/players/d/doncilu01.html,,,,Guard
6.7,3.9,2.6,48.0,14.1,18.0,Shooting Guard,Right,"Boston Celtics, 3rd round, 1950 NBA Draft","Clark  in  Hammond,        Indiana",0,/players/d/donhabo01.html,Hammond,Indiana,Clark ,Guard
2.4,0.6,2.0,40.4,8.7,-0.1,Point Guard,Right,"Utah Jazz, 3rd round (22nd pick, 68th overall), 1987 NBA Draft","Saint Agnes  in  Rockville Centre,        New York",0,/players/d/donovbi01.html,Rockville Centre,New York,Saint Agnes ,Guard
5.6,-,0.8,32.7,-,1.0,Point Guard,Right,"New York Knicks, 2nd round, 1949 BAA Draft","Union Hill  in  Union Hill,        New Jersey",0,/players/d/donovha01.html,Union Hill,New Jersey,Union Hill ,Guard
7.0,1.3,2.2,41.6,11.5,18.5,Shooting Guard,Right,"Orlando Magic, 1st round (10th pick, 10th overall), 2000 NBA Draft","Dillard  in  Fort Lauderdale,        Florida",0,/players/d/doolike01.html,Fort Lauderdale,Florida,Dillard ,Guard
2.4,2.4,0.3,38.9,8.4,0.3,Small Forward,Right,"New Orleans Jazz, 2nd round (9th pick, 26th overall), 1976 NBA Draft","Archer  in  Atlanta,        Georgia",0,/players/d/dorseja01.html,Atlanta,Georgia,Archer ,Forward
2.6,3.9,0.4,53.4,12.1,2.9,Power Forward,Right,"Portland Trail Blazers, 2nd round (3rd pick, 33rd overall), 2008 NBA Draft","Laurinburg Institute  in  Laurinburg,        North Carolina",0,/players/d/dorsejo01.html,Laurinburg,North Carolina,Laurinburg Institute ,Forward
4.0,5.0,0.0,25.0,-3.0,-0.1,Small Forward,Right,"Phoenix Suns, 13th round (9th pick, 204th overall), 1971 NBA Draft",,0,/players/d/dorsero01.html,,,,Forward
6.7,2.3,1.3,38.9,10.5,1.0,Shooting Guard,Right,"Atlanta Hawks, 2nd round (11th pick, 41st overall), 2017 NBA Draft","Maranatha  in  Los Angeles,        California",0,/players/d/dorsety01.html,Los Angeles,California,Maranatha ,Guard
8.2,3.0,1.4,42.1,10.9,2.1,Shooting Guard,Right,"New York Knicks, 2nd round (14th pick, 44th overall), 2017 NBA Draft","Jack Yates  in  Houston,        Texas",0,/players/d/dotsoda01.html,Houston,Texas,Jack Yates ,Guard
4.1,1.1,0.7,38.9,9.7,0.0,Point Guard,Right,"Sacramento Kings, 1st round (19th pick, 19th overall), 2006 NBA Draft","St. Thomas Moore School  in  Oakdale,        Connecticut",0,/players/d/doubyqu01.html,Oakdale,Connecticut,St. Thomas Moore School ,Guard
1.8,1.8,2.1,29.2,5.7,-0.2,Shooting Guard,Right,"Sacramento Kings, 3rd round (10th pick, 57th overall), 1986 NBA Draft","Quincy  in  Quincy,        Illinois",0,/players/d/douglbr01.html,Quincy,Illinois,Quincy ,Guard
6.7,1.4,2.2,46.1,12.0,0.5,Shooting Guard,Right,"New Orleans Jazz, 6th round (8th pick, 118th overall), 1978 NBA Draft","Colbert County  in  Leighton,        Alabama",0,/players/d/dougljo01.html,Leighton,Alabama,Colbert County ,Guard
7.9,6.5,1.1,49.5,11.9,15.2,Center,Right,"Detroit Pistons, 1st round (4th pick, 4th overall), 1976 NBA Draft","Colbert County  in  Leighton,        Alabama",0,/players/d/douglle01.html,Leighton,Alabama,Colbert County ,Center
11.0,2.2,5.9,48.4,15.1,32.9,Point Guard,Right,"Miami Heat, 2nd round (1st pick, 28th overall), 1989 NBA Draft","Spingarn  in  Washington,        District of Columbia",0,/players/d/douglsh01.html,Washington,District of Columbia,Spingarn ,Guard
7.6,2.2,2.3,40.4,13.2,12.1,Shooting Guard,Right,"Los Angeles Lakers, 1st round (29th pick, 29th overall), 2009 NBA Draft","Jonesboro  in  Jonesboro,        Georgia",0,/players/d/douglto01.html,Jonesboro,Georgia,Jonesboro ,Guard
7.1,2.1,1.1,43.9,11.5,5.4,Shooting Guard,Right,"New Jersey Nets, 2nd round (10th pick, 40th overall), 2008 NBA Draft","Cass Technical  in  Detroit,        Michigan",0,/players/d/douglch01.html,Detroit,Michigan,Cass Technical ,Guard
11.1,6.0,1.0,45.7,14.0,7.2,Power Forward,Right,"Detroit Pistons, 1st round (4th pick, 4th overall), 1967 NBA Draft","Saint Francis Preparatory School  in  Brooklyn,        New York",0,/players/d/doveso01.html,Brooklyn,New York,Saint Francis Preparatory School ,Forward
2.0,0.0,0.3,33.3,10.1,0.0,Point Guard,Right,,"Melrose  in  Memphis,        Tennessee",0,/players/d/doverje01.html,Memphis,Tennessee,Melrose ,Guard
5.0,0.8,2.1,40.8,11.7,-0.1,Point Guard,Right,,"Pahokee  in  Pahokee,        Florida",0,/players/d/dowdeza01.html,Pahokee,Florida,Pahokee ,Guard
0.0,-,0.0,0.0,-,-0.1,Center,Right,,,0,/players/d/downebi01.html,,,,Center
2.4,1.5,0.4,31.8,9.2,-0.2,Center,Right,"Boston Celtics, 1st round (17th pick, 17th overall), 1973 NBA Draft","Washington  in  Indianapolis,        Indiana",0,/players/d/downist01.html,Indianapolis,Indiana,Washington ,Center
4.0,2.0,0.8,50.0,22.2,0.1,Power Forward,Right,"Detroit Pistons, 5th round (3rd pick, 44th overall), 1961 NBA Draft","William Cullen Bryant  in  Long Island City,        New York",0,/players/d/doyleda01.html,Long Island City,New York,William Cullen Bryant ,Forward
3.4,1.8,1.0,27.7,5.2,-0.1,Shooting Guard,Right,,"Marshall  in  Chicago,        Illinois",0,/players/d/doylemi01.html,Chicago,Illinois,Marshall ,Guard
2.6,2.3,0.6,39.1,14.8,0.1,Shooting Guard,Right,,"Spring Valley  in  Columbia,        South Carolina",0,/players/d/doziepj01.html,Columbia,South Carolina,Spring Valley ,Guard
2.4,1.7,0.3,33.3,5.1,-0.2,Small Forward,Right,,"Paul Laurence Dunbar  in  Baltimore,        Maryland",0,/players/d/doziete01.html,Baltimore,Maryland,Paul Laurence Dunbar ,Forward
13.7,3.1,4.8,46.6,17.1,51.0,Shooting Guard,Left,"San Antonio Spurs, 2nd round (15th pick, 45th overall), 2008 NBA Draft",,0,/players/d/dragigo01.html,,,,Guard
1.8,0.5,0.3,36.7,8.2,-0.1,Shooting Guard,Left,,,0,/players/d/dragizo01.html,,,,Guard
2.1,2.1,0.4,46.7,7.4,4.0,Center,Right,"Indiana Pacers, 2nd round (2nd pick, 26th overall), 1986 NBA Draft","Kapaun Mt. Carmel  in  Wichita,        Kansas",0,/players/d/dreilgr01.html,Wichita,Kansas,Kapaun Mt. Carmel ,Center
4.4,1.2,2.2,38.2,9.6,2.4,Point Guard,Right,"Houston Rockets, 1st round (16th pick, 16th overall), 1998 NBA Draft","Valparaiso  in  Valparaiso,        Indiana",0,/players/d/drewbr01.html,Valparaiso,Indiana,Valparaiso ,Guard
20.7,6.9,1.7,47.0,20.7,68.9,Power Forward,Right,"Atlanta Hawks, 2nd round (7th pick, 25th overall), 1974 NBA Draft","J.F. Shields  in  Beatrice,        Alabama",0,/players/d/drewjo01.html,Beatrice,Alabama,J.F. Shields ,Forward
11.4,1.8,5.2,46.7,14.0,24.4,Point Guard,Right,"Detroit Pistons, 1st round (17th pick, 17th overall), 1980 NBA Draft","Wyandotte  in  Kansas City,        Kansas",0,/players/d/drewla01.html,Kansas City,Kansas,Wyandotte ,Guard
2.9,0.8,2.5,32.9,4.1,-0.5,Point Guard,Right,,"Taft  in  Woodland Hills,        California",0,/players/d/drewla02.html,Woodland Hills,California,Taft ,Guard
20.4,6.1,5.6,47.2,21.1,135.6,Shooting Guard,Right,"Portland Trail Blazers, 1st round (14th pick, 14th overall), 1983 NBA Draft","Sterling  in  Houston,        Texas",1,/players/d/drexlcl01.html,Houston,Texas,Sterling ,Guard
2.4,1.5,0.4,30.2,6.8,-0.2,Shooting Guard,Right,,"Corliss  in  Chicago,        Illinois",0,/players/d/driggna01.html,Chicago,Illinois,Corliss ,Guard
4.1,4.1,0.8,41.9,10.9,5.1,Power Forward,Right,"Detroit Pistons, 1st round (4th pick, 4th overall), 1969 NBA Draft","Boston College High School  in  Boston,        Massachusetts",0,/players/d/driscte01.html,Boston,Massachusetts,Boston College High School ,Forward
7.9,3.5,0.8,42.5,12.6,5.6,Center,Right,"Washington Wizards, 2nd round (20th pick, 48th overall), 1997 NBA Draft",,0,/players/d/drobnpr01.html,,,,Center
2.5,3.2,2.3,50.0,5.3,-0.2,Center,Left,"Boston Celtics, 7th round (17th pick, 121st overall), 1976 NBA Draft, and New Jersey Nets, 8th round (1st pick, 152nd overall), 1977 NBA Draft, and Seattle SuperSonics, 5th round (17th pick, 105th overall), 1978 NBA Draft","Grossmont  in  La Mesa,        California",0,/players/d/drollra01.html,La Mesa,California,Grossmont ,Center
14.1,13.7,1.2,54.3,22.1,56.4,Center,Right,"Detroit Pistons, 1st round (9th pick, 9th overall), 2012 NBA Draft","St. Thomas More School  in  Oakdale,        Connecticut",0,/players/d/drumman01.html,Oakdale,Connecticut,St. Thomas More School ,Center
3.9,1.6,1.4,34.2,8.0,0.2,Point Guard,Right,"Cincinnati Royals, 2nd round (1st pick, 9th overall), 1957 NBA Draft","Saint Francis Preparatory School  in  Brooklyn,        New York",0,/players/d/duckedi01.html,Brooklyn,New York,Saint Francis Preparatory School ,Guard
11.8,5.8,0.9,46.8,11.9,24.7,Center,Right,"San Antonio Spurs, 2nd round (9th pick, 33rd overall), 1986 NBA Draft","Thornridge  in  Dolton,        Illinois",0,/players/d/duckwke01.html,Dolton,Illinois,Thornridge ,Center
5.3,3.0,3.4,49.7,14.0,14.0,Point Guard,Right,"Golden State Warriors, 5th round (13th pick, 76th overall), 1972 NBA Draft","John Harris  in  Harrisburg,        Pennsylvania",0,/players/d/dudlech01.html,Harrisburg,Pennsylvania,John Harris ,Guard
3.9,6.2,0.4,41.2,10.7,26.2,Center,Right,"Cleveland Cavaliers, 4th round (6th pick, 75th overall), 1987 NBA Draft","Torrey Pines  in  Encinitas,        California",0,/players/d/dudlech02.html,Encinitas,California,Torrey Pines ,Center
7.7,3.3,1.6,46.5,12.7,42.1,Small Forward,Right,"Charlotte Bobcats, 1st round (22nd pick, 22nd overall), 2007 NBA Draft","Horizon  in  San Diego,        California",0,/players/d/dudleja01.html,San Diego,California,Horizon ,Forward
6.7,1.1,1.2,46.2,12.1,1.0,Shooting Guard,Right,"Detroit Pistons, 3rd round (4th pick, 48th overall), 1979 NBA Draft","Highland Park  in  Highland Park,        Michigan",0,/players/d/duerote01.html,Highland Park,Michigan,Highland Park ,Guard
1.1,-,0.0,21.9,-,0.0,Small Forward,Right,,,0,/players/d/duffybo01.html,,,,Forward
4.3,1.1,1.8,39.6,10.8,0.5,Point Guard,Right,"St. Louis Hawks, 2nd round (3rd pick, 10th overall), 1962 NBA Draft","John Jay  in  Katonah,        New York",0,/players/d/duffybo02.html,Katonah,New York,John Jay ,Guard
6.5,2.3,4.4,39.3,10.8,25.0,Point Guard,Right,"Chicago Bulls, 2nd round (9th pick, 38th overall), 2004 NBA Draft","Salmen  in  Slidell,        Louisiana",0,/players/d/duhonch01.html,Slidell,Louisiana,Salmen ,Guard
6.0,4.0,1.0,20.0,4.2,0.0,Small Forward,Right,,"Deerfield  in  Deerfield,        Illinois",0,/players/d/dukandu01.html,Deerfield,Illinois,Deerfield ,Forward
10.4,11.3,1.1,36.9,14.4,24.0,Center,Right,"New York Knicks, 1953 NBA Draft (territorial selection)","East  in  Rochester,        New York",0,/players/d/dukeswa01.html,Rochester,New York,East ,Center
16.1,2.2,4.5,46.0,15.3,86.2,Point Guard,Right,"Detroit Pistons, 1st round (18th pick, 18th overall), 1985 NBA Draft","Natchitoches Central  in  Natchitoches,        Louisiana",1,/players/d/dumarjo01.html,Natchitoches,Louisiana,Natchitoches Central ,Guard
2.0,1.0,0.0,20.0,-19.4,-0.1,Point Guard,Right,,"Sumner  in  Kansas City,        Kansas",0,/players/d/dumasri01.html,Kansas City,Kansas,Sumner ,Guard
10.6,3.4,1.1,50.9,15.9,4.5,Small Forward,Right,"Phoenix Suns, 2nd round (19th pick, 46th overall), 1991 NBA Draft","Booker T. Washington  in  Tulsa,        Oklahoma",0,/players/d/dumasri02.html,Tulsa,Oklahoma,Booker T. Washington ,Forward
7.3,1.3,1.2,40.4,12.0,1.3,Shooting Guard,Right,"Dallas Mavericks, 1st round (19th pick, 19th overall), 1994 NBA Draft","Millington  in  Millington,        Tennessee",0,/players/d/dumasto01.html,Millington,Tennessee,Millington ,Guard
5.5,2.1,0.7,40.8,-,6.8,Power Forward,Right,"New York Knicks, 1947 BAA Draft",,0,/players/d/duncaan01.html,,,,Forward
19.0,10.8,3.0,50.6,24.2,206.4,Power Forward,Right,"San Antonio Spurs, 1st round (1st pick, 1st overall), 1997 NBA Draft","Saint Dunstan's Episcopal  in  Saint Croix,      U.S. Virgin Islands  ",0,/players/d/duncati01.html,Saint Croix,U.S. Virgin Islands,Saint Dunstan's Episcopal ,Forward
8.0,1.6,3.9,46.7,14.0,16.1,Point Guard,Right,"Philadelphia 76ers, 6th round (13th pick, 99th overall), 1976 NBA Draft","Nazareth Regional  in  Brooklyn,        New York",0,/players/d/dunlemi01.html,Brooklyn,New York,Nazareth Regional ,Guard
11.2,4.3,2.2,44.1,13.9,58.5,Shooting Guard,Right,"Golden State Warriors, 1st round (3rd pick, 3rd overall), 2002 NBA Draft","Jesuit  in  Portland,        Oregon",0,/players/d/dunlemi02.html,Portland,Oregon,Jesuit ,Guard
8.6,3.3,4.4,41.7,11.8,1.6,Point Guard,Right,"Minnesota Timberwolves, 1st round (5th pick, 5th overall), 2016 NBA Draft","New London  in  New London,        Connecticut",0,/players/d/dunnkr01.html,New London,Connecticut,New London ,Guard
2.5,1.1,1.0,31.1,9.4,-0.1,Shooting Guard,Right,"New York Knicks, 1956 NBA Draft","Saint Patrick  in  Chicago,        Illinois",0,/players/d/dunnpa01.html,Chicago,Illinois,Saint Patrick ,Guard
5.1,4.4,1.6,45.7,10.4,39.8,Shooting Guard,Right,"Portland Trail Blazers, 2nd round (19th pick, 41st overall), 1977 NBA Draft","West End  in  Birmingham,        Alabama",0,/players/d/dunntr01.html,Birmingham,Alabama,West End ,Guard
3.5,2.2,0.6,42.7,10.2,1.9,Small Forward,Right,,"Biloxi  in  Biloxi,        Mississippi",0,/players/d/duprero01.html,Biloxi,Mississippi,Biloxi ,Forward
27.0,7.1,4.1,49.3,25.2,141.7,Shooting Guard,Right,"Seattle SuperSonics, 1st round (2nd pick, 2nd overall), 2007 NBA Draft","Montrose Christian School  in  Rockville,        Maryland",0,/players/d/duranke01.html,Rockville,Maryland,Montrose Christian School ,Guard
3.5,1.1,2.0,43.5,6.9,-0.8,Point Guard,Right,"Utah Jazz, 1st round (19th pick, 19th overall), 1980 NBA Draft","Dunbar  in  Washington,        District of Columbia",0,/players/d/durenjo01.html,Washington,District of Columbia,Dunbar ,Guard
0.0,0.0,0.0,-,-52.7,0.0,Small Forward,Right,"Detroit Pistons, 4th round (11th pick, 62nd overall), 1971 NBA Draft","Aliquippa  in  Aliquippa,        Pennsylvania",0,/players/d/durhaja01.html,Aliquippa,Pennsylvania,Aliquippa ,Forward
5.0,1.7,0.9,46.9,11.4,0.7,Small Forward,Right,"Dallas Mavericks, 2nd round (8th pick, 35th overall), 1989 NBA Draft","Wilmer-Hutchins  in  Dallas,        Texas",0,/players/d/durhapa01.html,Dallas,Texas,Wilmer-Hutchins ,Forward
5.0,2.1,1.3,41.4,8.6,-0.2,Small Forward,Right,"Indiana Pacers, 2nd round (1st pick, 25th overall), 1984 NBA Draft","Provo  in  Provo,        Utah",0,/players/d/durrade01.html,Provo,Utah,Provo ,Forward
4.0,1.9,0.5,43.4,10.7,0.6,Small Forward,Right,"Cincinnati Royals, 1st round (4th pick, 4th overall), 1971 NBA Draft","Schenley  in  Pittsburgh,        Pennsylvania",0,/players/d/durreke01.html,Pittsburgh,Pennsylvania,Schenley ,Forward
1.9,0.6,0.7,36.1,11.2,0.0,Point Guard,Right,"Washington Bullets, 2nd round (12th pick, 30th overall), 1974 NBA Draft","Westbury  in  Westbury,        New York",0,/players/d/duvalde01.html,Westbury,New York,Westbury ,Guard
1.7,0.3,0.7,66.7,38.3,0.1,Point Guard,Right,,"IMG Academy  in  Bradenton,        Florida",0,/players/d/duvaltr01.html,Bradenton,Florida,IMG Academy ,Guard
4.6,-,2.2,31.8,-,1.2,Small Forward,Right,,"Loyola Academy  in  Wilmette,        Illinois",0,/players/d/dwanja01.html,Wilmette,Illinois,Loyola Academy ,Forward
1.3,0.4,0.5,45.9,11.1,0.2,Small Forward,Right,"Phoenix Suns, 3rd round (20th pick, 66th overall), 1981 NBA Draft","Lakewood  in  Lakewood,        California",0,/players/d/dykemcr01.html,Lakewood,California,Lakewood ,Forward
1.5,1.5,0.5,23.1,0.4,-0.3,Small Forward,Right,"Milwaukee Hawks, 1953 NBA Draft","Saint Patrick  in  Chicago,        Illinois",0,/players/d/dykerge01.html,Chicago,Illinois,Saint Patrick ,Forward
7.4,2.1,2.0,39.6,11.3,0.1,Point Guard,Right,,"Proctor Academy  in  Andover,        New Hampshire",0,/players/d/dysonje01.html,Andover,New Hampshire,Proctor Academy ,Guard
10.8,2.2,1.7,44.5,13.8,10.8,Shooting Guard,Right,"Washington Bullets, 2nd round (11th pick, 36th overall), 1988 NBA Draft","Broadmoor  in  Baton Rouge,        Louisiana",0,/players/e/eacklle01.html,Baton Rouge,Louisiana,Broadmoor ,Guard
10.8,7.3,1.8,50.4,16.5,57.5,Center,Right,"San Francisco Warriors, 5th round (7th pick, 57th overall), 1968 NBA Draft","Encina  in  Sacramento,        California",0,/players/e/eakinji01.html,Sacramento,California,Encina ,Center
5.1,2.7,0.3,40.3,10.6,0.3,Center,Right,"Boston Celtics, 1st round (19th pick, 19th overall), 1993 NBA Draft","Moline  in  Moline,        Illinois",0,/players/e/earlac01.html,Moline,Illinois,Moline ,Center
2.0,1.0,0.0,50.0,15.0,0.0,Power Forward,Right,,"Schurz  in  Chicago,        Illinois",0,/players/e/earleed01.html,Chicago,Illinois,Schurz ,Forward
4.3,2.2,0.8,34.6,7.2,-0.6,Small Forward,Right,"New York Knicks, 2nd round (4th pick, 34th overall), 2014 NBA Draft","Mount Zion Christian Academy  in  Durham,        North Carolina",0,/players/e/earlycl01.html,Durham,North Carolina,Mount Zion Christian Academy ,Forward
0.0,0.0,0.0,-,-,0.0,Point Guard,Right,,,0,/players/e/earlype01.html,,,,Guard
6.0,7.9,1.0,45.8,10.9,44.8,Center,Left,"Phoenix Suns, 5th round (19th pick, 107th overall), 1979 NBA Draft, and Utah Jazz, 4th round (3rd pick, 72nd overall), 1982 NBA Draft","Westminster  in  Westminster,        California",0,/players/e/eatonma01.html,Westminster,California,Westminster ,Center
6.7,1.2,2.5,47.2,11.8,2.6,Point Guard,Right,"Utah Jazz, 3rd round (9th pick, 55th overall), 1982 NBA Draft","Ballard  in  Louisville,        Kentucky",0,/players/e/eavesje01.html,Louisville,Kentucky,Ballard ,Guard
3.6,1.9,0.4,38.5,9.6,0.5,Shooting Guard,Right,"Los Angeles Lakers, 2nd round (13th pick, 43rd overall), 2010 NBA Draft","St. Thomas Moore School  in  Oakdale,        Connecticut",0,/players/e/ebankde01.html,Oakdale,Connecticut,St. Thomas Moore School ,Guard
1.9,1.0,0.5,21.4,1.1,-0.2,Point Guard,Right,"Detroit Pistons, 3rd round (2nd pick, 18th overall), 1957 NBA Draft","Fenwick  in  Oak Park,        Illinois",0,/players/e/ebbenbi01.html,Oak Park,Illinois,Fenwick ,Guard
6.8,3.5,0.8,43.3,11.2,5.3,Small Forward,Right,"Detroit Pistons, 1st round (15th pick, 15th overall), 1974 NBA Draft","Springville  in  Springville,        Iowa",0,/players/e/eberhal01.html,Springville,Iowa,Springville ,Forward
2.1,1.0,0.2,48.6,14.6,0.1,Shooting Guard,Right,"Minnesota Timberwolves, 1st round (26th pick, 26th overall), 2003 NBA Draft","Westbury Christian School  in  Houston,        Texas",0,/players/e/ebind01.html,Houston,Texas,Westbury Christian School ,Guard
6.2,4.4,0.5,48.8,18.7,1.3,Center,Right,"New York Knicks, 4th round (14th pick, 68th overall), 1974 NBA Draft","Booker T. Washington  in  Norfolk,        Virginia",0,/players/e/ebronro01.html,Norfolk,Virginia,Booker T. Washington ,Center
2.6,0.9,0.1,30.2,10.1,0.2,Small Forward,Right,,"The Cannon School  in  Concord,        North Carolina",0,/players/e/eddieja01.html,Concord,North Carolina,The Cannon School ,Forward
1.0,0.3,0.0,22.2,-8.8,-0.1,Center,Right,,"Milwaukee Trade and Technical  in  Milwaukee,        Wisconsin",0,/players/e/eddiepa01.html,Milwaukee,Wisconsin,Milwaukee Trade and Technical ,Center
12.1,4.5,2.1,35.2,10.9,7.3,Small Forward,Right,"Chicago Stags, 3rd round, 1949 BAA Draft","Centralia  in  Centralia,        Illinois",0,/players/e/eddledi01.html,Centralia,Illinois,Centralia ,Forward
1.1,2.6,1.0,30.8,3.3,0.1,Small Forward,Right,"Indiana Pacers, 7th round (1st pick, 140th overall), 1984 NBA Draft","Bayfield  in  Alexandria,        Virginia",0,/players/e/edelike01.html,Alexandria,Virginia,Bayfield ,Forward
7.7,6.3,0.7,50.2,16.3,6.5,Small Forward,Right,"Phoenix Suns, 6th round (12th pick, 92nd overall), 1972 NBA Draft, and New York Knicks, 11th round (8th pick, 173rd overall), 1973 NBA Draft","Northeastern  in  Detroit,        Michigan",0,/players/e/edgech01.html,Detroit,Michigan,Northeastern ,Forward
7.7,5.0,0.4,43.4,12.1,2.5,Small Forward,Right,,"Crispus Attucks  in  Indianapolis,        Indiana",0,/players/e/edmonbo01.html,Indianapolis,Indiana,Crispus Attucks ,Forward
6.0,1.5,0.6,44.8,12.6,0.4,Shooting Guard,Right,"Atlanta Hawks, 1st round (10th pick, 10th overall), 1982 NBA Draft","MacArthur  in  San Antonio,        Texas",0,/players/e/edmonke01.html,San Antonio,Texas,MacArthur ,Guard
7.6,1.7,4.0,40.5,13.6,6.8,Point Guard,Right,"Sacramento Kings, 2nd round (18th pick, 47th overall), 1995 NBA Draft","Long Beach Polytechnic  in  Long Beach,        California",0,/players/e/edneyty01.html,Long Beach,California,Long Beach Polytechnic ,Guard
2.0,4.7,1.3,11.1,-0.4,-0.3,Power Forward,Right,,,0,/players/e/edwarbi01.html,,,,Forward
10.8,3.4,2.0,47.5,12.8,24.2,Shooting Guard,Right,"Utah Jazz, 1st round (21st pick, 21st overall), 1989 NBA Draft","Greene Central  in  Snow Hill,        North Carolina",0,/players/e/edwarbl01.html,Snow Hill,North Carolina,Greene Central ,Guard
2.7,2.5,0.3,32.3,8.6,0.1,Center,Right,"Sacramento Kings, 2nd round (29th pick, 58th overall), 2002 NBA Draft","Lake Clifton  in  Lake Clifton,        Maryland",0,/players/e/edwarco01.html,Lake Clifton,Maryland,Lake Clifton ,Center
2.4,1.8,0.7,37.8,8.4,0.2,Power Forward,Right,"Atlanta Hawks, 1st round (15th pick, 15th overall), 1993 NBA Draft","Miami  in  Miami,        Florida",0,/players/e/edwardo01.html,Miami,Florida,Miami ,Forward
6.1,1.0,2.6,44.9,12.6,3.9,Point Guard,Right,"Philadelphia 76ers, 1st round (22nd pick, 22nd overall), 1981 NBA Draft","Julia Richman  in  New York,        New York",0,/players/e/edwarfr01.html,New York,New York,Julia Richman ,Guard
12.7,5.1,1.3,49.5,14.7,59.7,Center,Right,"Los Angeles Lakers, 3rd round (2nd pick, 46th overall), 1977 NBA Draft","Roosevelt  in  Seattle,        Washington",0,/players/e/edwarja01.html,Seattle,Washington,Roosevelt ,Center
1.8,0.5,1.0,42.9,7.8,0.0,Shooting Guard,Right,"Los Angeles Clippers, 2nd round (6th pick, 33rd overall), 1989 NBA Draft","Marion  in  Marion,        Indiana",0,/players/e/edwarja02.html,Marion,Indiana,Marion ,Guard
1.5,1.0,0.1,44.7,6.0,0.1,Center,Right,,"Hudson  in  Hudson,        Ohio",0,/players/e/edwarjo01.html,Hudson,Ohio,Hudson ,Center
10.9,2.7,2.7,42.3,12.7,12.5,Point Guard,Right,"Miami Heat, 1st round (20th pick, 20th overall), 1988 NBA Draft","St. Joseph  in  Cleveland,        Ohio",0,/players/e/edwarke01.html,Cleveland,Ohio,St. Joseph ,Guard
1.0,1.0,0.0,33.3,-1.0,0.0,Small Forward,Right,,"Mountain Pointe  in  Phoenix,        Arizona",0,/players/e/edwarsh01.html,Phoenix,Arizona,Mountain Pointe ,Forward
1.5,1.0,0.0,25.0,3.8,0.0,Small Forward,Right,"Utah Jazz, 2nd round (22nd pick, 52nd overall), 2018 NBA Draft","Middletown HS  in  Middletown,        Ohio",0,/players/e/edwarvi01.html,Middletown,Ohio,Middletown HS ,Forward
7.8,1.8,3.0,42.9,12.1,23.7,Point Guard,Right,"Detroit Pistons, 2nd round (3rd pick, 12th overall), 1961 NBA Draft","Weaver  in  Hartford,        Connecticut",0,/players/e/eganjo01.html,Hartford,Connecticut,Weaver ,Guard
2.0,-,0.5,25.0,-,0.0,Point Guard,Right,,,0,/players/e/egglelo01.html,,,,Guard
8.1,-,1.8,28.6,-,3.0,Small Forward,Right,"Boston Celtics, 1st round (3rd pick, 3rd overall), 1947 BAA Draft","South Bend Central  in  South Bend,        Indiana",0,/players/e/ehlerbu01.html,South Bend,Indiana,South Bend Central ,Forward
8.6,3.6,2.8,45.3,13.4,41.2,Shooting Guard,Right,"Houston Rockets, 3rd round (1st pick, 48th overall), 1983 NBA Draft","Monterey  in  Lubbock,        Texas",0,/players/e/ehlocr01.html,Lubbock,Texas,Monterey ,Guard
2.0,1.0,3.0,50.0,12.2,0.0,Point Guard,Right,,"Hancock  in  St. Louis,        Missouri",0,/players/e/eichhdi01.html,St. Louis,Missouri,Hancock ,Guard
6.5,1.7,3.5,40.7,11.5,19.5,Shooting Guard,Right,"Minnesota Timberwolves, 2nd round (3rd pick, 30th overall), 1994 NBA Draft","Southwestern  in  Detroit,        Michigan",0,/players/e/eisleho01.html,Detroit,Michigan,Southwestern ,Guard
3.6,2.7,0.2,42.3,11.2,1.7,Power Forward,Right,"Vancouver Grizzlies, 2nd round (8th pick, 37th overall), 1999 NBA Draft","Worcester Academy  in  Worcester,        Massachusetts",0,/players/e/ekeziob01.html,Worcester,Massachusetts,Worcester Academy ,Forward
